customerid,Unnamed: 0,partner,tenure,monthlycharges,totalcharges
7998-WNZEM,4231,No,71,80.6,5708.2
4664-NJCMS,4233,Yes,33,59.55,2016.3
7629-WFGLW,4235,Yes,56,95.65,5471.75
2150-UWTFY,4241,Yes,22,61.15,1422.05
9362-MWODR,4243,No,40,64.1,2460.35
5153-LXKDT,4246,Yes,68,110.2,7467.5
5161-UBZXI,4247,Yes,69,106.35,7261.75
1020-JPQOW,4248,Yes,56,90.55,5116.6
0565-JUPYD,4250,No,63,104.5,6590.8
6867-ACCZI,4251,Yes,24,52.5,1208.15
5939-XAIXZ,4252,No,19,56.1,1033.9
9054-FOWNV,4253,Yes,22,88.75,1885.15
2683-BPJSO,4254,Yes,29,84.45,2467.1
2157-MXBJS,4255,Yes,13,75.3,989.45
9732-EQMWY,4257,Yes,49,99.4,5025
9360-AHGNL,4258,Yes,43,109.55,4830.25
5269-NRGDP,4260,Yes,42,73.15,3088.25
6195-MELTI,4261,No,57,54.65,3134.7
2121-JAFOM,4263,Yes,72,115.55,8312.4
8818-DOPVL,4264,No,46,104.45,4863.85
2632-UCGVD,4265,Yes,66,100.05,6871.9
5445-PZWGX,4266,No,62,102.0,6529.25
1227-UDMZR,4267,Yes,72,91.15,6637.9
5198-HQAEN,4268,Yes,35,89.7,3165.6
9170-CCKOU,4269,Yes,17,90.2,1454.15
2167-FQSTQ,4270,Yes,72,92.4,6786.1
3814-MLAXC,4273,No,31,79.85,2404.15
6821-JPCDC,4278,Yes,48,97.05,4692.95
5811-IWXYM,4282,Yes,52,101.25,5301.1
8189-XRIKE,4284,No,32,90.95,2897.95
1506-YJTYT,4285,Yes,45,73.85,3371
6425-YQLLO,4287,Yes,66,105.95,6975.25
2789-CZANW,4291,Yes,64,110.3,6997.3
2091-RFFBA,4292,No,31,73.9,2217.15
2114-MGINA,4293,No,14,89.8,1129.1
7596-LDUXP,4294,No,12,85.15,979.05
3740-RLMVT,4295,Yes,67,60.95,4119.4
4489-SNOJF,4296,Yes,35,72.25,2568.55
2192-OZITF,4297,No,45,73.55,3349.1
2186-QZEYA,4299,No,29,58.55,1718.95
9134-WYRVP,4302,No,51,86.35,4267.15
2931-SVLTV,4306,Yes,40,110.1,4469.1
6899-PPEEA,4307,No,37,96.55,3580.3
7504-UWHNB,4308,No,25,69.75,1729.35
2582-FFFZR,4309,No,22,50.6,1073.3
8908-NMQTX,4310,No,72,65.6,4566.5
1431-AIDJQ,4312,Yes,33,82.1,2603.1
6288-LBEAR,4313,No,23,79.1,1783.75
4597-NUCQV,4314,No,24,101.25,2440.15
8413-YNHNV,4316,No,69,90.65,6322.1
4369-NYSCF,4318,No,56,75.75,4284.65
6333-YDVLT,4319,No,65,110.0,7138.65
5599-HVLTW,4321,No,14,80.35,1058.1
3707-LRWZD,4323,No,32,84.05,2781.85
6873-UDNLD,4324,No,40,67.45,2731
1101-SSWAG,4328,Yes,15,51.1,711.15
2979-SXESE,4329,Yes,17,94.4,1607.2
4013-TLDHQ,4330,No,19,78.25,1490.95
4194-FJARJ,4332,Yes,54,60.0,3273.95
5325-UWTWJ,4333,Yes,31,90.55,2929.75
3969-GYXEL,4334,No,11,76.4,838.7
9208-OLGAQ,4335,No,18,84.95,1443.65
3244-CQPHU,4336,No,72,110.1,7746.7
2674-MLXMN,4337,No,71,99.65,6951.15
6992-TKNYO,4339,Yes,38,69.0,2669.45
5792-JALQC,4342,No,52,59.85,3103.25
2200-DSAAL,4344,No,68,80.65,5330.2
9351-LZYGF,4346,Yes,42,66.4,2727.8
4366-CTOUZ,4347,No,50,100.2,5038.45
0595-ITUDF,4352,Yes,64,91.8,5960.5
6253-WRFHY,4358,Yes,13,64.75,877.35
9133-AYJZG,4359,No,23,98.7,2249.1
2675-OTVVJ,4360,Yes,31,89.45,2807.65
8680-CGLTP,4361,No,29,58.75,1696.2
5018-GWURO,4363,Yes,56,85.6,4902.8
6741-QRLUP,4364,No,63,80.3,4995.35
4737-HOBAX,4365,Yes,63,79.8,5034.05
0537-QYZZN,4366,Yes,24,79.85,1857.75
3340-QBBFM,4367,Yes,36,54.1,1992.85
8200-KLNYW,4370,Yes,21,80.9,1714.95
9896-UYMIE,4375,No,66,114.3,7383.7
0853-NWIFK,4376,No,45,100.3,4483.95
8212-CRQXP,4377,Yes,22,80.0,1706.45
7691-XVTZH,4379,Yes,68,89.95,5974.3
7481-ATQQS,4381,No,49,90.85,4515.85
1088-CNNKB,4383,Yes,63,80.0,5040.2
3400-ESFUW,4386,Yes,55,57.55,3046.4
1482-OXZSY,4389,No,30,100.4,2936.25
0377-JBKKT,4390,Yes,22,57.95,1271.8
2057-ZBLPD,4393,Yes,21,86.5,1808.7
0228-MAUWC,4394,No,19,59.55,1144.6
5502-RLUYV,4395,Yes,69,103.95,7446.9
7663-YJHSN,4397,Yes,72,103.95,7556.9
4915-BFSXL,4398,Yes,70,68.95,4858.7
3086-RUCRN,4399,No,66,103.1,6595
7576-JMYWV,4401,Yes,46,110.2,4972.1
0257-KXZGU,4403,Yes,32,62.45,2045.55
1307-ATKGB,4404,No,24,89.55,2187.15
3714-XPXBW,4406,No,37,78.9,2976.95
2824-DXNKN,4408,Yes,72,71.45,5025.85
0848-ZGQIJ,4410,Yes,16,94.65,1461.15
1792-UXAFY,4413,No,17,89.15,1496.9
0420-TXVSG,4415,Yes,66,66.1,4428.45
6217-TOWGS,4416,Yes,17,75.4,1322.55
0378-XSZPU,4418,Yes,58,60.3,3563.8
1544-JJMYL,4420,No,27,69.35,1927.3
4636-JGAAI,4421,Yes,34,88.85,3000.25
6874-SGLHU,4422,No,30,97.0,3021.3
5951-AOFIH,4423,No,33,66.4,2245.4
3059-NGMXB,4425,Yes,14,69.2,944.65
8652-YHIYU,4426,No,16,79.5,1264.2
5278-PNYOX,4427,No,49,100.65,4917.75
5449-FIBXJ,4428,Yes,19,103.3,2012.7
3486-HOOGQ,4429,Yes,70,79.7,5743.3
5061-PBXFW,4430,Yes,32,61.4,1864.65
8630-FJLIB,4431,No,18,69.8,1221.65
0577-WHMEV,4434,Yes,16,90.7,1374.9
5453-AXEPF,4435,Yes,17,80.5,1336.9
3639-XJHKQ,4436,No,19,60.6,1297.8
3716-LRGXK,4437,Yes,60,101.15,6067.4
3397-AVTKU,4440,No,43,60.0,2548.55
3134-DSHVC,4445,No,63,98.0,6218.45
7821-DPRQE,4447,Yes,68,107.7,7320.9
6543-XRMYR,4448,No,30,99.7,2967.35
2001-EWBQU,4449,No,60,104.7,6333.8
4925-LMHOK,4450,No,15,58.6,939.7
1608-GMEWB,4451,No,45,93.9,4200.25
6695-AMZUF,4452,Yes,70,86.45,5950.2
7611-YKYTC,4457,Yes,22,75.0,1573.95
2037-SGXHH,4458,Yes,38,94.65,3624.3
0365-GXEZS,4460,Yes,18,78.2,1468.75
0082-OQIQY,4461,No,29,94.2,2607.6
6087-MVHJH,4462,No,16,88.45,1422.1
3018-TFTSU,4464,No,12,81.7,858.6
3606-SBKRY,4465,No,31,50.05,1523.4
0667-NSRGI,4467,Yes,48,69.55,3435.6
6893-ODYYE,4469,No,50,90.1,4549.45
2479-BRAMR,4471,Yes,41,83.75,3273.55
9541-ZPSEA,4472,Yes,68,80.35,5375.15
2665-NPTGL,4473,Yes,26,98.1,2510.7
1139-WUOAH,4474,No,57,53.35,3090.05
7975-JMZNT,4485,Yes,66,91.7,6075.9
7251-XFOIL,4486,No,61,89.2,5500.6
3714-JTVOV,4488,Yes,42,74.15,3229.4
8259-DZLIZ,4489,Yes,64,53.85,3399.85
0442-ZXKVS,4490,Yes,54,115.6,6431.05
9489-JMTTN,4496,Yes,72,89.75,6595.9
0575-CUQOV,4497,Yes,60,97.95,5867
6178-KFNHS,4499,No,12,78.3,909.25
2830-LEWOA,4500,Yes,61,103.9,6449.15
1264-BYWMS,4502,No,55,96.8,5283.95
9658-WYUFB,4503,No,17,94.4,1617.5
5329-KRDTM,4506,Yes,72,77.35,5396.25
6368-NWMCE,4510,No,38,68.15,2656.3
3633-CDBUW,4511,No,17,80.85,1445.95
0707-HOVVN,4512,No,70,75.5,5212.65
8580-QVLOC,4513,Yes,72,92.45,6440.25
3956-MGXOG,4514,No,28,80.6,2244.95
9274-UARKJ,4515,No,15,83.2,1130
4077-HWUYD,4516,Yes,72,87.55,6463.15
2012-NWRPA,4517,Yes,11,99.55,1131.2
0103-CSITQ,4519,Yes,57,109.4,6252.7
3934-HXCFZ,4524,Yes,23,99.25,2186.4
6578-KRMAW,4525,No,32,93.4,2979.3
4860-IJUDE,4526,No,13,73.75,956.65
7666-WKRON,4527,No,39,80.45,3201.55
9688-YGXVR,4528,No,44,88.15,3973.2
2154-KVJFF,4532,No,15,79.75,1111.85
5360-LJCNJ,4533,Yes,71,105.15,7555
9647-ERGBE,4535,Yes,30,100.05,3046.15
4355-HBJHH,4539,Yes,67,79.7,5293.4
9029-FEGVJ,4542,Yes,32,79.3,2570
5520-FVEWJ,4546,Yes,12,84.5,916.9
5339-TJFEK,4547,Yes,62,105.5,6487.2
5572-ZDXHY,4548,No,22,84.3,1855.65
2074-GUHPQ,4549,No,17,92.7,1556.85
5827-MWCZK,4551,Yes,56,96.95,5432.2
5914-XRFQB,4553,Yes,72,115.8,8424.9
4329-YPDDQ,4554,No,20,108.2,2203.7
5944-UGLLK,4557,No,53,54.9,3045.75
8063-GBATB,4558,No,27,85.25,2287.25
5322-TEUJK,4562,Yes,71,114.6,8100.25
1866-DIOQZ,4565,Yes,71,66.8,4689.15
8375-KVTHK,4566,Yes,68,100.3,6754.35
2697-NQBPF,4567,No,34,105.35,3540.65
3709-OIJEA,4568,No,26,85.2,2184.6
0599-XNYDO,4571,Yes,20,69.8,1540.35
6377-WHAOX,4572,Yes,60,106.15,6411.25
8999-XXGNS,4574,Yes,72,105.75,7629.85
0471-ARVMX,4577,Yes,62,104.85,6312.9
5650-YLIBA,4579,No,31,81.15,2640.55
6122-LJADA,4582,Yes,70,90.15,6237.05
2400-XIWIO,4583,Yes,71,90.1,6310.9
7524-VRLPL,4584,No,69,74.1,5031
7569-NMZYQ,4586,Yes,72,118.75,8672.45
5201-USSQZ,4587,Yes,26,85.9,2196.45
2105-PHWON,4588,Yes,33,95.0,3008.15
4884-TVUQF,4590,No,57,101.3,5779.6
4658-HCOHW,4594,Yes,21,102.8,2110.15
2211-RMNHO,4595,Yes,68,85.3,5560
2432-TFSMK,4596,No,18,89.6,1633
4929-ROART,4598,No,18,56.25,969.85
1834-ABKHQ,4599,Yes,52,50.95,2610.65
1741-WTPON,4600,Yes,56,115.85,6567.9
3932-IJWDZ,4601,No,45,103.65,4747.85
8065-BVEPF,4604,No,65,99.1,6496.15
3796-ENZGF,4605,Yes,63,67.25,4234.15
0813-TAXXS,4608,No,55,77.8,4323.35
2519-TWKFS,4609,Yes,25,55.1,1466.1
2889-FPWRM,4610,Yes,72,117.8,8684.8
6987-XQSJT,4613,No,54,79.5,4370.25
9499-XPZXM,4615,Yes,72,64.75,4804.75
4338-EYCER,4616,Yes,21,54.6,1125.2
8513-OLYGY,4620,Yes,72,115.8,8332.15
8705-DWKTI,4622,No,52,83.8,4331.4
8755-IWJHN,4623,Yes,69,95.35,6382
0929-PECLO,4626,No,63,89.6,5538.8
3680-CTHUH,4627,No,60,116.6,7049.5
1202-KKGFU,4628,Yes,12,54.2,690.5
1852-XEMDW,4630,No,22,65.05,1427.55
9470-YFUYI,4637,Yes,71,71.0,5012.1
7402-EYFXX,4639,No,26,93.6,2404.1
5458-CQJTA,4642,Yes,65,74.8,4820.15
5701-ZIKJE,4644,No,13,50.55,610.75
5219-YIPTK,4645,Yes,33,104.4,3409.6
5172-RKOCB,4649,Yes,72,108.95,7875
3540-RZJYU,4651,No,15,86.2,1270.2
2091-MJTFX,4653,Yes,30,51.2,1561.5
5985-TBABQ,4655,No,32,74.75,2282.95
9800-ONTFE,4656,Yes,22,75.8,1615.1
6616-AALSR,4659,Yes,65,104.3,6725.3
9415-ZNBSX,4661,Yes,70,89.0,6293.2
3393-FMZPV,4671,No,25,100.25,2387.75
6402-ZFPPI,4673,No,25,102.8,2660.2
0980-FEXWF,4674,Yes,26,50.35,1285.8
7486-KSRVI,4675,No,43,100.0,4211.55
8218-FFJDS,4679,Yes,72,86.4,6058.95
1986-PHGZF,4680,No,18,58.4,964.9
0504-HHAPI,4682,No,27,88.3,2467.75
9360-OMDZZ,4683,No,24,94.1,2322.85
6305-YLBMM,4684,No,69,104.05,7262
0345-XMMUG,4685,Yes,46,108.9,4854.3
8024-XNAFQ,4686,No,72,107.4,7748.75
3647-GMGDH,4687,Yes,22,94.7,1914.9
2988-GBIVW,4688,Yes,70,90.85,6470.1
7036-ZZKBD,4690,Yes,31,66.4,2019.8
3791-LGQCY,4691,Yes,56,100.65,5688.05
0265-PSUAE,4692,Yes,16,100.7,1522.7
9128-CPXKI,4696,No,59,95.8,5655.45
0129-KPTWJ,4697,Yes,72,94.65,6747.35
8166-ZZTFS,4698,Yes,66,80.55,5265.1
5855-EIBDE,4699,Yes,49,106.65,5174.35
5956-YHHRX,4701,No,21,104.35,2271.85
6008-NAIXK,4702,No,54,55.45,2966.95
2956-GGUCQ,4703,Yes,24,78.85,1772.25
0961-ZWLVI,4707,No,49,109.2,5290.45
5181-OABFK,4708,Yes,56,61.3,3346.8
4007-NHVHI,4709,No,56,96.85,5219.65
7550-WIQVA,4712,Yes,50,108.25,5431.4
7544-ZVIKX,4713,Yes,58,105.05,6004.85
0016-QLJIS,4714,Yes,65,90.45,5957.9
7508-DQAKK,4715,No,64,86.4,5442.05
5176-OLSKT,4716,Yes,66,66.9,4370.25
9356-AXGMP,4717,Yes,38,110.7,4428.6
0362-ZBZWJ,4719,No,36,84.9,3067.2
8979-CAMGB,4720,No,64,102.1,6688.1
7581-EBBOU,4722,No,60,70.15,4224.7
5073-RZGBK,4724,Yes,50,80.05,4042.2
6522-OIQSX,4729,Yes,69,54.95,3772.5
7813-ZGGAW,4730,No,31,96.6,2877.95
1319-YLZJG,4733,Yes,12,84.6,959.9
4106-HADHQ,4734,Yes,39,80.0,3182.95
0723-FDLAY,4735,No,44,85.25,3704.15
3050-RLLXC,4736,Yes,56,81.25,4620.4
9298-WGMRW,4737,Yes,72,115.5,8312.75
3088-LHEFH,4739,No,11,79.0,929.3
6583-KQJLK,4741,Yes,15,94.65,1285.05
6681-ZSEXG,4743,Yes,56,59.5,3389.25
6116-RFVHN,4745,Yes,34,100.45,3414.65
8849-AYPTR,4755,Yes,33,91.25,2964.05
9518-IMLHK,4756,No,31,72.45,2156.25
3569-VLDHH,4760,Yes,66,75.1,5013
7594-LZNWR,4762,No,34,69.15,2275.1
4001-TSBTV,4763,Yes,58,91.55,5511.65
1043-UXOVO,4766,No,71,113.15,7993.3
5795-BKOYE,4772,Yes,69,59.1,4134.7
8627-EHGIP,4773,No,44,53.95,2375.4
7402-PWYJJ,4774,Yes,53,91.15,4862.5
5480-TBGPH,4775,Yes,24,99.3,2431.35
0480-BIXDE,4779,Yes,19,96.8,1743.05
8760-ZRHKE,4783,Yes,71,69.2,4982.5
8854-CCVSQ,4785,No,18,80.65,1451.9
6749-UTDVX,4786,No,72,103.65,7634.8
9102-OXKFY,4788,No,59,54.15,3116.15
5216-WASFJ,4790,Yes,31,84.85,2633.4
7067-KSAZT,4792,Yes,65,106.25,6979.8
2284-VFLKH,4793,Yes,49,99.25,4920.8
3807-BPOMJ,4796,Yes,55,94.75,5276.1
3892-NXAZG,4797,Yes,72,114.05,8289.2
4948-WBBKL,4798,No,36,74.9,2659.45
0988-AADSA,4801,Yes,72,80.85,5824.75
9972-NKTFD,4802,No,28,54.65,1517.5
3717-LNXKW,4803,Yes,38,91.7,3479.05
5734-EJKXG,4804,No,61,118.6,7365.7
9695-IDRZR,4807,No,34,116.15,3946.9
8144-DGHXP,4808,No,54,80.6,4299.95
1112-CUNAO,4810,No,15,89.85,1424.95
8631-WUXGY,4813,No,46,99.8,4391.25
7270-BDIOA,4814,No,22,90.0,1993.8
9565-JSNFM,4815,No,38,70.45,2597.6
5906-DVAPM,4816,Yes,55,75.0,4213.9
8348-JLBUG,4818,Yes,64,80.3,5017.7
5641-DMBFJ,4820,Yes,58,84.3,4916.4
9200-NLNPD,4821,Yes,56,54.05,2959.8
2664-XJZNO,4822,Yes,72,104.9,7559.55
3339-EAQNV,4824,Yes,72,97.25,7133.1
0921-OHLVP,4825,No,22,83.05,1799.3
9560-ARGQJ,4827,No,16,81.0,1312.15
0536-ESJEP,4830,Yes,54,74.55,4191.45
6478-HRRCZ,4832,Yes,32,70.5,2201.75
2360-RDGRO,4835,Yes,65,104.25,6812.95
0584-BJQGZ,4836,No,25,78.35,1837.9
1360-XFJMR,4838,Yes,67,109.7,7344.45
9058-MJLZC,4841,No,24,94.6,2283.15
8696-JKZNU,4847,No,37,76.25,2841.55
8190-ZTQFB,4849,No,41,51.35,2075.1
0931-MHTEM,4850,No,54,100.05,5299.65
0440-UEDAI,4853,No,53,94.45,5042.75
0868-VJRDR,4855,Yes,64,104.05,6605.55
8714-EUHJO,4856,Yes,31,91.15,2995.45
3950-VPYJB,4858,Yes,57,59.6,3509.4
8041-TMEID,4859,Yes,63,108.5,6991.9
6941-KXRRV,4861,Yes,48,58.95,2789.7
9475-NNDGC,4864,Yes,71,113.15,7953.25
3688-FTHLT,4866,No,16,63.05,1067.05
0899-LIIBW,4867,Yes,34,100.85,3527.3
2568-OIADY,4868,Yes,37,99.5,3762
1384-RCUXW,4869,No,16,80.55,1248.9
5825-XJOCM,4870,No,48,64.4,3035.35
6848-YLDFR,4871,Yes,58,75.2,4300.8
8125-QPFJD,4872,Yes,72,84.9,6065.3
1193-RTSLK,4874,No,38,83.9,3233.6
2302-ANTDP,4875,Yes,48,117.45,5438.9
4973-RLZVI,4877,No,30,74.65,2308.6
7869-ZYDST,4878,Yes,31,59.05,1882.8
4501-UYKBC,4879,No,46,69.1,3255.35
2305-MRGLV,4881,Yes,28,76.55,2065.4
8404-VIOMB,4882,No,66,62.5,4136.4
2359-KLTEK,4884,Yes,41,94.9,3848
5304-EFJLP,4885,Yes,72,111.65,8022.85
4393-RYCRE,4888,No,44,106.05,4510.8
9746-MDMBK,4889,Yes,47,113.45,5317.8
3162-ZJZFU,4890,Yes,53,92.55,4779.45
8875-AKBYH,4892,No,20,84.35,1745.2
0533-UCAAU,4894,Yes,57,71.1,4140.1
1394-SUIUH,4895,Yes,44,85.15,3670.5
7137-RYLPP,4900,Yes,37,85.7,3171.15
5092-STPKP,4902,No,24,56.35,1381.2
0114-PEGZZ,4904,No,33,107.55,3645.5
8639-NHQEI,4906,Yes,72,95.9,6954.15
3957-LXOLK,4908,No,28,106.15,3152.5
3720-DBRWL,4909,Yes,51,83.85,4307.1
6635-MYYYZ,4910,No,30,85.35,2530.4
8565-WUXZU,4911,Yes,72,84.8,6141.65
5281-BUZGT,4912,No,36,90.85,3186.7
4994-OBRSZ,4913,No,14,76.1,1054.8
0562-FGDCR,4914,Yes,72,74.55,5430.65
0089-IIQKO,4921,Yes,39,99.95,3767.4
7839-NUIAA,4922,Yes,61,59.8,3641.5
5966-EMAZU,4925,Yes,64,108.5,6880.85
0440-EKDCF,4926,Yes,62,60.15,3753.2
2055-BFOCC,4929,Yes,63,84.0,5329.55
4298-OYIFC,4931,Yes,15,103.45,1539.8
5566-SOEZD,4932,Yes,27,80.65,2209.75
2272-WUSPA,4934,Yes,72,110.75,7751.7
3898-GUYTS,4936,No,45,97.05,4385.05
0930-EHUZA,4937,No,36,76.35,2606.35
6413-XKKPU,4938,Yes,17,89.4,1539.45
3703-KBKZP,4940,No,16,74.45,1261.35
4973-MGTON,4943,Yes,71,84.4,5969.3
4735-ASGMA,4947,No,26,98.35,2515.3
5117-IFGPS,4951,Yes,29,84.3,2357.75
0060-FUALY,4958,Yes,59,94.75,5597.65
7480-QNVZJ,4960,No,50,95.7,4816.7
7088-FBAWU,4962,Yes,17,74.55,1215.8
8313-AFGBW,4963,Yes,47,73.6,3522.65
3943-KDREE,4964,No,26,74.95,1834.95
3097-IDVPU,4966,Yes,19,50.1,910.45
2197-OMWGI,4968,Yes,68,53.0,3656.25
7852-LECYP,4973,Yes,13,93.8,1261
4822-LPTYJ,4975,Yes,72,103.75,7346.2
8165-CBKXO,4976,Yes,66,56.75,3708.4
8008-HAWED,4981,No,14,50.75,712.75
7124-UGSUR,4982,Yes,61,104.4,6405
5236-XMZJY,4984,No,42,59.65,2536.55
4827-DPADN,4985,Yes,72,83.3,6042.7
2694-CIUMO,4986,No,12,79.55,958.25
1502-XFCVR,4991,No,58,106.45,6145.85
5360-XGYAZ,4993,Yes,72,65.65,4664.5
9692-TUSXH,4994,No,18,96.05,1740.7
3557-HTYWR,4996,No,47,74.05,3496.3
8920-NAVAY,4998,No,62,110.75,7053.35
8292-TYSPY,5001,No,19,55.0,1046.5
1867-BDVFH,5003,Yes,11,74.35,834.2
2067-QYTCF,5004,Yes,64,111.15,6953.4
2359-QWQUL,5005,Yes,39,104.7,4134.85
9103-TCIHJ,5006,No,15,55.7,899.8
0052-DCKON,5009,Yes,66,115.8,7942.15
3654-ARMGP,5010,No,61,88.65,5321.25
9699-UBQFS,5011,Yes,43,94.5,4156.8
3528-HFRIQ,5014,Yes,71,52.3,3765.05
0708-SJDIS,5015,No,34,65.0,2157.5
3320-VEOYC,5019,No,14,95.6,1273.3
6617-WLBQC,5021,Yes,23,81.85,1810.85
2599-CIPQE,5022,Yes,71,109.3,7782.85
0254-FNMCI,5028,No,72,109.9,7624.2
5429-LWCMV,5032,No,12,89.15,1057.55
3955-JBZZM,5035,No,20,78.8,1641.3
1268-ASBGA,5036,Yes,16,85.35,1375.15
9909-IDLEK,5040,Yes,20,96.8,1826.7
4325-NFSKC,5043,No,19,90.6,1660
9927-DSWDF,5044,Yes,22,104.6,2180.55
9500-LTVBP,5045,No,35,80.05,2835.9
8149-AIQCG,5047,No,39,73.15,2730.85
1360-JYXKQ,5048,Yes,54,99.1,5437.1
7762-URZQH,5050,Yes,66,106.05,6981.35
0899-WZRSD,5051,No,56,105.35,5794.45
4828-FAZPK,5053,Yes,16,79.95,1267.95
6094-ZIVKX,5054,No,68,54.45,3674.95
3262-EIDHV,5056,Yes,72,84.7,5893.9
6907-NZZIJ,5059,No,36,99.15,3615.6
4135-FRWKJ,5061,Yes,55,76.25,4154.55
2911-UREFD,5062,Yes,39,55.9,2184.35
3744-ZRRDZ,5063,No,21,82.35,1852.85
7191-ADRGF,5066,Yes,44,54.3,2390.45
5018-LXQQG,5067,Yes,30,66.3,1923.5
4628-WQCQQ,5070,No,35,85.15,3030.6
5995-SNNEW,5072,Yes,23,104.45,2184.85
4879-GZLFH,5075,Yes,42,92.15,3875.4
1644-IRKSF,5076,Yes,33,93.8,3124.5
9402-ROUMJ,5078,Yes,67,100.25,6689
2507-QZPQS,5079,No,15,95.7,1451.1
7159-NOKYQ,5080,Yes,67,93.15,6368.2
5707-ZMDJP,5081,Yes,53,69.7,3729.6
7136-IHZJA,5083,Yes,40,71.35,2847.2
2676-SSLTO,5093,No,49,66.15,3199
6266-QHOJZ,5094,No,65,89.85,5844.65
0363-SVHYR,5096,Yes,71,86.85,6263.8
8547-NSBBO,5097,No,35,96.75,3403.4
6591-QGOYB,5101,No,17,106.65,1672.1
9070-BCKQP,5102,Yes,72,110.15,7881.2
6421-SZVEM,5103,Yes,28,82.85,2320.8
2995-UPRYS,5105,Yes,40,99.2,4062.2
8878-RYUKI,5106,No,52,59.45,3043.7
9633-DENPU,5107,Yes,47,58.6,2723.4
7113-HIPFI,5109,Yes,66,65.85,4097.05
6686-YPGHK,5111,No,47,85.5,4042.3
9258-CNWAC,5113,Yes,71,113.65,8166.8
5371-VYLSX,5114,No,50,83.4,4113.7
6374-AFWOX,5115,Yes,46,65.65,3047.15
5317-FLPJF,5117,No,66,61.35,4193.4
7621-VPNET,5118,Yes,42,85.9,3729.75
4903-CNOZC,5121,No,29,70.9,1964.6
8020-BWHYL,5123,No,15,75.3,1147.45
2982-VPSGI,5125,Yes,11,94.0,1078.9
4188-FRABG,5126,Yes,57,103.05,5925.75
8199-ZLLSA,5127,No,67,118.35,7804.15
4128-ETESU,5128,Yes,47,99.7,4747.2
0620-DLSLK,5129,No,13,81.9,1028.9
5980-NOPLP,5131,Yes,44,96.1,4364.1
3850-OKINF,5132,Yes,71,66.2,4692.55
6892-XPFPU,5133,Yes,24,104.25,2433.9
8010-EZLOU,5134,No,15,80.2,1217.25
8016-NCFVO,5137,No,55,116.5,6382.55
4119-ZYPZY,5138,No,71,106.8,7623.2
6408-OTUBZ,5142,No,66,104.55,6779.05
5204-HMGYF,5143,Yes,49,87.2,4345
3797-FKOGQ,5146,No,11,86.2,893.2
6196-HBOBZ,5148,Yes,65,99.35,6347.55
5439-WIKXB,5153,Yes,41,94.55,3851.45
9874-QLCLH,5154,Yes,17,104.2,1743.5
8294-UIMBA,5155,No,30,94.4,2638.1
8109-YUOHE,5156,No,17,56.1,946.95
5840-NVDCG,5157,Yes,16,68.25,1114.85
0696-UKTOX,5161,No,23,54.15,1312.45
2252-JHJGE,5166,No,61,104.0,6363.45
4188-PCPIG,5167,Yes,57,70.35,4124.65
7105-BENQF,5169,No,15,64.85,950.75
3672-YITQD,5177,Yes,36,84.1,3021.6
4350-ZTLPI,5178,Yes,53,108.95,5718.2
0361-HJRDX,5180,No,68,64.35,4539.6
5727-MYATE,5181,Yes,72,90.8,6397.6
8988-ECPJR,5183,Yes,34,79.6,2718.3
7570-WELNY,5184,Yes,68,84.7,5711.05
3021-VLNRJ,5185,No,50,70.8,3478.15
2080-CAZNM,5187,No,41,104.4,4133.95
1028-FFNJK,5188,Yes,30,101.5,2917.65
3001-UNBTL,5190,Yes,29,103.95,2964.8
5982-PSMKW,5191,Yes,23,91.1,2198.3
1902-XBTFB,5194,No,22,89.4,2001.5
1676-MQAOA,5195,No,72,75.1,5336.35
0786-IVLAW,5196,No,66,108.1,7238.6
7566-DSRLQ,5197,Yes,72,110.15,7998.8
0643-OKLRP,5198,Yes,47,80.35,3825.85
7245-JMTTQ,5199,No,51,111.5,5703.25
6050-IJRHS,5200,Yes,70,106.5,7397
8591-TKMZH,5202,Yes,59,111.1,6555.2
0365-TRTPY,5205,No,37,91.2,3382.3
7349-ALMUX,5206,No,37,65.6,2313.8
6502-KUGLL,5208,Yes,14,59.45,780.85
1841-YSJGV,5209,Yes,72,109.95,7852.4
2794-XIMMO,5210,Yes,53,60.45,3184.25
7668-XCFYV,5213,Yes,17,92.55,1614.7
2282-YGNOR,5220,No,29,58.0,1734.5
5336-UFNZP,5221,Yes,65,107.45,7047.5
9233-PSYHO,5224,No,45,100.15,4459.8
5376-PCKNB,5225,Yes,72,104.45,7459
8327-LZKAS,5229,Yes,43,107.55,4533.9
5887-IKKYO,5230,Yes,58,94.35,5563.65
1075-BGWOH,5231,Yes,16,98.75,1587.55
3858-XHYJO,5234,Yes,40,105.75,4228.55
7025-IWFHT,5236,No,41,89.55,3729.75
6261-LHRTG,5237,No,26,54.75,1406.9
7841-FCRQD,5238,Yes,33,53.75,1857.3
2056-EVGZL,5239,Yes,68,105.75,7322.5
8777-MBMTS,5240,Yes,65,105.85,6725.5
7753-USQYQ,5241,No,55,64.2,3627.3
5366-IJEQJ,5242,No,20,88.7,1761.45
7661-CPURM,5243,No,19,87.7,1725.95
6233-HXJMX,5244,No,45,89.3,4192.15
4971-PUYQO,5247,No,27,94.55,2724.6
5115-GZDEL,5249,No,72,67.2,4671.7
3338-CVVEH,5250,No,12,94.55,1173.55
2615-YVMYX,5252,Yes,71,107.5,7713.55
2851-STERV,5253,No,35,73.0,2471.25
4393-GEADV,5254,Yes,70,114.75,7842.3
